edition,athlete,noc,gender,event,medal,season
1932,"PIERCE, Ernest",RSA,Men,66.68 - 72.57kg (middleweight),Bronze,Summer
1932,"VILLANUEVA, Jose",PHI,Men,50.8 - 54kg (bantamweight),Bronze,Summer
1932,"CABANAS, Francisco",MEX,Men,- 50.8kg (flyweight),Silver,Summer
1932,"ROVATI, Luigi",ITA,Men,+ 79.38kg (heavyweight),Silver,Summer
1932,"ROSSI, Gino",ITA,Men,72.57 - 79.38kg (light-heavyweight),Silver,Summer
1932,"ENEKES, Istvan",HUN,Men,- 50.8kg (flyweight),Gold,Summer
1932,"ZIGLARSKI, Hans",GER,Men,50.8 - 54kg (bantamweight),Silver,Summer
1932,"SCHLEINKOFER, Josef",GER,Men,54 - 57.15kg (featherweight),Silver,Summer
1932,"CAMPE, Erich",GER,Men,61.24 - 66.68kg (welterweight),Silver,Summer
1932,"AHLBERG, Bruno Valfrid",FIN,Men,61.24 - 66.68kg (welterweight),Bronze,Summer
1932,"JORGENSEN, Peter Oscar",DEN,Men,72.57 - 79.38kg (light-heavyweight),Bronze,Summer
1932,"GWYNNE, Horace Lefty",CAN,Men,50.8 - 54kg (bantamweight),Gold,Summer
1932,"LOVELL, Alberto Santiago",ARG,Men,+ 79.38kg (heavyweight),Gold,Summer
1932,"ROBLEDO, Carmelo Ambrosio",ARG,Men,54 - 57.15kg (featherweight),Gold,Summer
1932,"AZAR, Amado",ARG,Men,66.68 - 72.57kg (middleweight),Silver,Summer
1932,"GRAY, Edgar Laurence",AUS,Men,1km time trial,Gold,Summer
1932,"RAMPELBERG, Charles",FRA,Men,1km time trial,Bronze,Summer
1932,"VAN EGMOND, Jacobus Johannes",NED,Men,1km time trial,Silver,Summer
1932,"CHAILLOT, Louis",FRA,Men,2000m tandem,Gold,Summer
1932,"CHAMBERS, Ernest Henry",GBR,Men,2000m tandem,Silver,Summer
1932,"CHAMBERS, Stanley",GBR,Men,2000m tandem,Silver,Summer
1932,"CHRISTENSEN, Harald",DEN,Men,2000m tandem,Bronze,Summer
1932,"GERVIN, Willy Viggo",DEN,Men,2000m tandem,Bronze,Summer
1932,"PERRIN, Maurice",FRA,Men,2000m tandem,Gold,Summer
1932,"BRITZ, Bernhard",SWE,Men,individual time trial,Bronze,Summer
1932,"PAVESI, Attilio",ITA,Men,individual time trial,Gold,Summer
1932,"SEGATO, Guglielmo",ITA,Men,individual time trial,Silver,Summer
1932,"CHAILLOT, Louis",FRA,Men,Sprint individual,Silver,Summer
1932,"PELLIZZARI, Bruno",ITA,Men,Sprint individual,Bronze,Summer
1932,"VAN EGMOND, Jacobus Johannes",NED,Men,Sprint individual,Gold,Summer
1932,"BORSARI, Nino",ITA,Men,Team Pursuit (4000m),Gold,Summer
1932,"CHOCQUE, Paul",FRA,Men,Team Pursuit (4000m),Silver,Summer
1932,"CIMATTI, Marco",ITA,Men,Team Pursuit (4000m),Gold,Summer
1932,"FOURNIER, Amede",FRA,Men,Team Pursuit (4000m),Silver,Summer
1932,"GHILARDI, Alberto",ITA,Men,Team Pursuit (4000m),Gold,Summer
1932,"HARWELL, William Gladstone",GBR,Men,Team Pursuit (4000m),Bronze,Summer
1932,"HOLLAND, Charles Alfred",GBR,Men,Team Pursuit (4000m),Bronze,Summer
1932,"JOHNSON, Ernest Alfred",GBR,Men,Team Pursuit (4000m),Bronze,Summer
1932,"LEGREVES, Rene",FRA,Men,Team Pursuit (4000m),Silver,Summer
1932,"MOUILLEFARINE, Henri",FRA,Men,Team Pursuit (4000m),Silver,Summer
1932,"PEDRETTI, Paolo",ITA,Men,Team Pursuit (4000m),Gold,Summer
1932,"SOUTHALL, Frank William",GBR,Men,Team Pursuit (4000m),Bronze,Summer
1932,"BERG, Arne",SWE,Men,team time trial,Bronze,Summer
1932,"BRITZ, Bernhard",SWE,Men,team time trial,Bronze,Summer
1932,"HGLUND, Sven",SWE,Men,team time trial,Bronze,Summer
1932,"HANSEN, Henry Peter Christian",DEN,Men,team time trial,Silver,Summer
1932,"NIELSEN, Leo",DEN,Men,team time trial,Silver,Summer
1932,"OLMO, Giuseppe",ITA,Men,team time trial,Gold,Summer
1932,"PAVESI, Attilio",ITA,Men,team time trial,Gold,Summer
1932,"SRENSEN, Frode Otto",DEN,Men,team time trial,Silver,Summer
1932,"SEGATO, Guglielmo",ITA,Men,team time trial,Gold,Summer
1932,"BOLTENSTERN JR., Gustaf Adolf",SWE,Men,team,Silver,Summer
1932,"BYSTRM, Thomas",SWE,Men,team,Silver,Summer
1932,"CHAMBERLIN, Harry Dwight",USA,Men,individual jumping,Silver,Summer
1932,"CHAMBERLIN, Harry Dwight",USA,Men,team,Gold,Summer
1932,"JOUSSEAUME, Andre Rene",FRA,Men,team,Gold,Summer
1932,"KITTS, Isaac Leonard",USA,Men,team,Bronze,Summer
1932,"LESAGE, Xavier Franois",FRA,Men,individual dressage,Gold,Summer
1932,"LESAGE, Xavier Franois",FRA,Men,team,Gold,Summer
1932,"MARION, Charles Louis Pierre",FRA,Men,individual dressage,Silver,Summer
1932,"MARION, Charles Louis Pierre",FRA,Men,team,Gold,Summer
1932,"MOORE, Alvin H.",USA,Men,team,Bronze,Summer
1932,"NISHI, Takeichi",JPN,Men,individual jumping,Gold,Summer
1932,"PAHUD DE MORTANGES, Charles Ferdinand",NED,Men,individual eventing,Gold,Summer
1932,"PAHUD DE MORTANGES, Charles Ferdinand",NED,Men,team,Silver,Summer
1932,"SANDSTRM, Bertil",SWE,Men,team,Silver,Summer
1932,"SCHUMMELKETEL, Karel Johan",NED,Men,team,Silver,Summer
1932,"THOMSON, Earl Foster",USA,Men,individual eventing,Silver,Summer
1932,"THOMSON, Earl Foster",USA,Men,team,Gold,Summer
1932,"TUTTLE, Hiram E.",USA,Men,individual dressage,Bronze,Summer
1932,"TUTTLE, Hiram E.",USA,Men,team,Bronze,Summer
1932,"VAN LENNEP, Aernout",NED,Men,team,Silver,Summer
1932,"VON ROSEN JR., Clarence",SWE,Men,individual eventing,Bronze,Summer
1932,"VON ROSEN JR., Clarence",SWE,Men,individual jumping,Bronze,Summer
1932,"LEVIS, Joseph L.",USA,Men,foil individual,Silver,Summer
1932,"CALNAN, George Charles",USA,Men,epee team,Bronze,Summer
1932,"DE CAPRILES, Miguel Angel",USA,Men,epee team,Bronze,Summer
1932,"HEISS, Gustave Marinius",USA,Men,epee team,Bronze,Summer
1932,"JAECKEL, Tracy",USA,Men,epee team,Bronze,Summer
1932,"RIGHEIMER, Frank Stahl Jr.",USA,Men,epee team,Bronze,Summer
1932,"SHEARS, Curtis Charles",USA,Men,epee team,Bronze,Summer
1932,"ALESSANDRONI, Hugh Vincent",USA,Men,foil team,Bronze,Summer
1932,"CALNAN, George Charles",USA,Men,foil team,Bronze,Summer
1932,"EVERY, Dernell",USA,Men,foil team,Bronze,Summer
1932,"LEVIS, Joseph L.",USA,Men,foil team,Bronze,Summer
1932,"RIGHEIMER, Frank Stahl Jr.",USA,Men,foil team,Bronze,Summer
1932,"STEERE, Richard Clarke",USA,Men,foil team,Bronze,Summer
1932,"DOBROWOLSKI, Wladyslaw",POL,Men,sabre team,Bronze,Summer
1932,"FRIEDRICH, Tadeusz",POL,Men,sabre team,Bronze,Summer
1932,"LUBICZ-NYCZ, Leszek",POL,Men,sabre team,Bronze,Summer
1932,"PAPE, Adam",POL,Men,sabre team,Bronze,Summer
1932,"SEGDA, Wladyslaw",POL,Men,sabre team,Bronze,Summer
1932,"SUSKI, Marian",POL,Men,sabre team,Bronze,Summer
1932,"CORNAGGIA-MEDICI, Giancarlo C.",ITA,Men,epee individual,Gold,Summer
1932,"MARZI, Gustavo",ITA,Men,foil individual,Gold,Summer
1932,"AGOSTONI, Carlo",ITA,Men,epee team,Silver,Summer
1932,"CORNAGGIA-MEDICI, Giancarlo C.",ITA,Men,epee team,Silver,Summer
1932,"MINOLI, Renzo",ITA,Men,epee team,Silver,Summer
1932,"RAGNO, Saverio",ITA,Men,epee team,Silver,Summer
1932,"RICCARDI, Franco",ITA,Men,epee team,Silver,Summer
1932,"GAUDINI, Giulio",ITA,Men,foil team,Silver,Summer
1932,"GUARAGNA, Gioachino",ITA,Men,foil team,Silver,Summer
1932,"MARZI, Gustavo",ITA,Men,foil team,Silver,Summer
1932,"PESSINA, Giorgio",ITA,Men,foil team,Silver,Summer
1932,"PIGNOTTI, Ugo",ITA,Men,foil team,Silver,Summer
1932,"TERLIZZI, Rodolfo",ITA,Men,foil team,Silver,Summer
1932,"GAUDINI, Giulio",ITA,Men,sabre individual,Silver,Summer
1932,"ANSELMI, Renato",ITA,Men,sabre team,Silver,Summer
1932,"DE VECCHI, Arturo",ITA,Men,sabre team,Silver,Summer
1932,"GAUDINI, Giulio",ITA,Men,sabre team,Silver,Summer
1932,"MARZI, Gustavo",ITA,Men,sabre team,Silver,Summer
1932,"PIGNOTTI, Ugo",ITA,Men,sabre team,Silver,Summer
1932,"SALAFIA, Emilio",ITA,Men,sabre team,Silver,Summer
1932,"AGOSTONI, Carlo",ITA,Men,epee individual,Bronze,Summer
1932,"GAUDINI, Giulio",ITA,Men,foil individual,Bronze,Summer
1932,"PILLER JEKELFALUSSY, Gyrgy",HUN,Men,sabre individual,Gold,Summer
1932,"GEREVICH, Aladar",HUN,Men,sabre team,Gold,Summer
1932,"GLYKAIS, Gyula",HUN,Men,sabre team,Gold,Summer
1932,"KABOS, Endre",HUN,Men,sabre team,Gold,Summer
1932,"NAGY, Erno",HUN,Men,sabre team,Gold,Summer
1932,"PETSCHAUER, Attila",HUN,Men,sabre team,Gold,Summer
1932,"PILLER JEKELFALUSSY, Gyrgy",HUN,Men,sabre team,Gold,Summer
1932,"KABOS, Endre",HUN,Men,sabre individual,Bronze,Summer
1932,"BOGEN, Erna",HUN,Women,foil individual,Bronze,Summer
1932,"GUINNESS, Heather Seymour",GBR,Women,foil individual,Silver,Summer
1932,"BUCHARD, Georges",FRA,Men,epee team,Gold,Summer
1932,"CATTIAU, Philippe",FRA,Men,epee team,Gold,Summer
1932,"JOURDANT, Fernand",FRA,Men,epee team,Gold,Summer
1932,"PIOT, Jean",FRA,Men,epee team,Gold,Summer
1932,"SCHMETZ, Bernard",FRA,Men,epee team,Gold,Summer
1932,"TAINTURIER, Georges",FRA,Men,epee team,Gold,Summer
1932,"BONDOUX, Ren",FRA,Men,foil team,Gold,Summer
1932,"BOUGNOL, Ren",FRA,Men,foil team,Gold,Summer
1932,"CATTIAU, Philippe",FRA,Men,foil team,Gold,Summer
1932,"GARDERE, Edouard",FRA,Men,foil team,Gold,Summer
1932,"LEMOINE, Ren",FRA,Men,foil team,Gold,Summer
1932,"PIOT, Jean",FRA,Men,foil team,Gold,Summer
1932,"BUCHARD, Georges",FRA,Men,epee individual,Silver,Summer
1932,"PREIS-MLLER, Ellen S.",AUT,Women,foil individual,Gold,Summer
1932,"MIEZ, Georges",SUI,Men,floor exercises,Silver,Summer
1932,"LERTORA, Mario",ITA,Men,floor exercises,Bronze,Summer
1932,"PELLE, Istvn",HUN,Men,floor exercises,Gold,Summer
1932,"BIXLER, Dallas Denver",USA,Men,horizontal bar,Gold,Summer
1932,"SAVOLAINEN, Heikki",FIN,Men,horizontal bar,Silver,Summer
1932,"TERSVIRTA, Einari Allan",FIN,Men,horizontal bar,Bronze,Summer
1932,"ROTH, George Helm",USA,Men,indian clubs,Gold,Summer
1932,"ERENBERG, Philip Richard",USA,Men,indian clubs,Silver,Summer
1932,"KUHLEMEIER, William Harmon",USA,Men,indian clubs,Bronze,Summer
1932,"NERI, Romeo",ITA,Men,individual all-round,Gold,Summer
1932,"PELLE, Istvn",HUN,Men,individual all-round,Silver,Summer
1932,"SAVOLAINEN, Heikki",FIN,Men,individual all-round,Bronze,Summer
1932,"NERI, Romeo",ITA,Men,parallel bars,Gold,Summer
1932,"PELLE, Istvn",HUN,Men,parallel bars,Silver,Summer
1932,"SAVOLAINEN, Heikki",FIN,Men,parallel bars,Bronze,Summer
1932,"HAUBOLD, Frank Otto",USA,Men,pommel horse,Bronze,Summer
1932,"BONOLI, Omero",ITA,Men,pommel horse,Silver,Summer
1932,"PELLE, Istvn",HUN,Men,pommel horse,Gold,Summer
1932,"GULACK, George Julius",USA,Men,rings,Gold,Summer
1932,"DENTON, William Thomas",USA,Men,rings,Silver,Summer
1932,"LATTUADA, Giovanni",ITA,Men,rings,Bronze,Summer
1932,"BASS, Raymond Henry",USA,Men,rope climbing,Gold,Summer
1932,"GALBRAITH, William Jackson",USA,Men,rope climbing,Silver,Summer
1932,"CONNELLY, Thomas Francis Jr.",USA,Men,rope climbing,Bronze,Summer
1932,"CUMISKEY, Frank Joseph",USA,Men,team competition,Silver,Summer
1932,"HAUBOLD, Frank Otto",USA,Men,team competition,Silver,Summer
1932,"JOCHIM, Alfred",USA,Men,team competition,Silver,Summer
1932,"MEYER, Frederick H.",USA,Men,team competition,Silver,Summer
1932,"SCHULER, Michael",USA,Men,team competition,Silver,Summer
1932,"CAPUZZO, Oreste",ITA,Men,team competition,Gold,Summer
1932,"GUGLIELMETTI, Savino",ITA,Men,team competition,Gold,Summer
1932,"LERTORA, Mario",ITA,Men,team competition,Gold,Summer
1932,"NERI, Romeo",ITA,Men,team competition,Gold,Summer
1932,"TOGNINI, Franco",ITA,Men,team competition,Gold,Summer
1932,"NYBERG-NOROMA, Mauri Kalervo",FIN,Men,team competition,Bronze,Summer
1932,"PAKARINEN, Veikko Ilmari",FIN,Men,team competition,Bronze,Summer
1932,"SAVOLAINEN, Heikki",FIN,Men,team competition,Bronze,Summer
1932,"TERSVIRTA, Einari Allan",FIN,Men,team competition,Bronze,Summer
1932,"UOSIKKINEN, Martti",FIN,Men,team competition,Bronze,Summer
1932,"WOLFE, Rowland",USA,Men,tumbling,Gold,Summer
1932,"GROSS, Edward",USA,Men,tumbling,Silver,Summer
1932,"HERRMANN, William John",USA,Men,tumbling,Bronze,Summer
1932,"JOCHIM, Alfred",USA,Men,vault,Silver,Summer
1932,"CARMICHAEL, Edward",USA,Men,vault,Bronze,Summer
1932,"GUGLIELMETTI, Savino",ITA,Men,vault,Gold,Summer
1932,"BODDINGTON, William Westcott",USA,Men,hockey,Bronze,Summer
1932,"BREWSTER, Harold S.",USA,Men,hockey,Bronze,Summer
1932,"DEACON, Amos R.Little",USA,Men,hockey,Bronze,Summer
1932,"DISSTON, Horace Cumberland",USA,Men,hockey,Bronze,Summer
1932,"EWING, Samuel Evans Jr.",USA,Men,hockey,Bronze,Summer
1932,"GENTLE, James Cuthbert",USA,Men,hockey,Bronze,Summer
1932,"GREER, Henry Kirk",USA,Men,hockey,Bronze,Summer
1932,"KNAPP, Lawrence A.",USA,Men,hockey,Bronze,Summer
1932,"MCMULLIN, David III.",USA,Men,hockey,Bronze,Summer
1932,"O'BRIEN, Leonard Francis",USA,Men,hockey,Bronze,Summer
1932,"SHEAFFER, Charles Miller",USA,Men,hockey,Bronze,Summer
1932,"WOLTERS, Frederick Stanley",USA,Men,hockey,Bronze,Summer
1932,"HAMADA, Shunkichi",JPN,Men,hockey,Silver,Summer
1932,"INOHARA, Junzo",JPN,Men,hockey,Silver,Summer
1932,"KOBAYASHI, Sadayoshi",JPN,Men,hockey,Silver,Summer
1932,"KON, Haruhiko",JPN,Men,hockey,Silver,Summer
1932,"KONISHI, Kenichi",JPN,Men,hockey,Silver,Summer
1932,"NAGATA, Hiroshi",JPN,Men,hockey,Silver,Summer
1932,"NAKAMURA, Eiichi",JPN,Men,hockey,Silver,Summer
1932,"SAKAI, Yoshio",JPN,Men,hockey,Silver,Summer
1932,"SHIBATA, Katsumi",JPN,Men,hockey,Silver,Summer
1932,"SODA, Akio",JPN,Men,hockey,Silver,Summer
1932,"USAMI, Toshio",JPN,Men,hockey,Silver,Summer
1932,"BAIS, Dhyan Chand",IND,Men,hockey,Gold,Summer
1932,"BAIS, Roop Singh",IND,Men,hockey,Gold,Summer
1932,"BOKHARI, Lal Shah",IND,Men,hockey,Gold,Summer
1932,"CARR, Richard John",IND,Men,hockey,Gold,Summer
1932,"HAMMOND, Leslie Charles",IND,Men,hockey,Gold,Summer
1932,"HIND, Arthur Charles",IND,Men,hockey,Gold,Summer
1932,"JAFFAR, Sayed Mohomed",IND,Men,hockey,Gold,Summer
1932,"MINHAS, Masud Ali Khan",IND,Men,hockey,Gold,Summer
1932,"PINNIGER, Broome Eric",IND,Men,hockey,Gold,Summer
1932,"SINGH KULLAR, Gurmit",IND,Men,hockey,Gold,Summer
1932,"TAPSELL, Carlyle Carrol",IND,Men,hockey,Gold,Summer
1932,,USA,Men,ice hockey,Silver,Winter
1932,,GER,Men,ice hockey,Bronze,Winter
1932,,CAN,Men,ice hockey,Gold,Winter
1932,"MAYO, Richard Walden",USA,Men,Individual competition,Bronze,Summer
1932,"OXENSTIERNA, Johan Gabriel",SWE,Men,Individual competition,Gold,Summer
1932,"LINDMAN, Bo Sigfrid Gabriel",SWE,Men,Individual competition,Silver,Summer
1932,"GILMORE, Williams  E.Garrett",USA,Men,double sculls (2x),Gold,Summer
1932,"MYERS, Kenneth",USA,Men,double sculls (2x),Gold,Summer
1932,"BLAIR, James Howard",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"CHANDLER, Charles",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"DUNLAP, David Coombs",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"GRAHAM, Norris James",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"GREGG, Duncan Smith",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"HALL, Winslow William",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"JASTRAM, Burton Albert",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"SALISBURY, Edwin Lyle",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"TOWER, Harold",USA,Men,eight with coxswain (8+),Gold,Summer
1932,"JENNINGS, Edward Francis",USA,Men,pair-oared shell with coxswain (2+),Gold,Summer
1932,"KIEFFER, Charles M.",USA,Men,pair-oared shell with coxswain (2+),Gold,Summer
1932,"SCHAUERS, Joseph Anthony",USA,Men,pair-oared shell with coxswain (2+),Gold,Summer
1932,"MILLER, William G.",USA,Men,single sculls (1x),Silver,Summer
1932,"DOUGLAS, Guillermo",URU,Men,single sculls (1x),Bronze,Summer
1932,"BRAUN, Jerzy",POL,Men,pair-oared shell with coxswain (2+),Silver,Summer
1932,"SKOLIMOWSKI, Jerzy",POL,Men,pair-oared shell with coxswain (2+),Silver,Summer
1932,"SLAZAK, Janusz",POL,Men,pair-oared shell with coxswain (2+),Silver,Summer
1932,"BUDZINSKI, Henryk",POL,Men,coxless pair (2-),Bronze,Summer
1932,"KRENZ-MIKOLAJCZAK, Janusz",POL,Men,coxless pair (2-),Bronze,Summer
1932,"BRAUN, Jerzy",POL,Men,four-oared shell with coxswain (4-),Bronze,Summer
1932,"KOBYLINSKI, Edward",POL,Men,four-oared shell with coxswain (4-),Bronze,Summer
1932,"SKOLIMOWSKI, Jerzy",POL,Men,four-oared shell with coxswain (4-),Bronze,Summer
1932,"SLAZAK, Janusz",POL,Men,four-oared shell with coxswain (4-),Bronze,Summer
1932,"URBAN, Stanislaw",POL,Men,four-oared shell with coxswain (4-),Bronze,Summer
1932,"STILES, Cyril Alec",NZL,Men,coxless pair (2-),Silver,Summer
1932,"THOMPSON, Fred Houghton",NZL,Men,coxless pair (2-),Silver,Summer
1932,"BALLERI, Mario",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"BARBIERI, Renato",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"BARSOTTI, Dino",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"BRACCI, Renato",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"CIONI, Vittorio",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"DEL BIMBO, Guglielmo",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"GARZELLI, Enrico",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"MILANI, Cesare",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"VESTRINI, Roberto",ITA,Men,eight with coxswain (8+),Silver,Summer
1932,"DIVORA, Riccardo",ITA,Men,four-oared shell with coxswain (4-),Silver,Summer
1932,"PAROVEL, Bruno",ITA,Men,four-oared shell with coxswain (4-),Silver,Summer
1932,"PLAZZER, Giovanni",ITA,Men,four-oared shell with coxswain (4-),Silver,Summer
1932,"SCHER, Giorgio",ITA,Men,four-oared shell with coxswain (4-),Silver,Summer
1932,"VATTOVAZ, Bruno",ITA,Men,four-oared shell with coxswain (4-),Silver,Summer
1932,"COSSU, Francesco",ITA,Men,four without coxswain (4-),Bronze,Summer
1932,"D, Giliante",ITA,Men,four without coxswain (4-),Bronze,Summer
1932,"GHIARDELLO, Antonio",ITA,Men,four without coxswain (4-),Bronze,Summer
1932,"PROVENZANI GARZONI, Antonio",ITA,Men,four without coxswain (4-),Bronze,Summer
1932,"ELLER, Hans",GER,Men,four-oared shell with coxswain (4-),Gold,Summer
1932,"HOECK, Horst",GER,Men,four-oared shell with coxswain (4-),Gold,Summer
1932,"MEYER, Walter",GER,Men,four-oared shell with coxswain (4-),Gold,Summer
1932,"NEUMANN, Karl-Heinz",GER,Men,four-oared shell with coxswain (4-),Gold,Summer
1932,"SPREMBERG, Joachim",GER,Men,four-oared shell with coxswain (4-),Gold,Summer
1932,"BOETZELEN, Gerhard",GER,Men,double sculls (2x),Silver,Summer
1932,"BUHTZ, Herbert",GER,Men,double sculls (2x),Silver,Summer
1932,"ALETTER, Karl",GER,Men,four without coxswain (4-),Silver,Summer
1932,"FLINSCH, Walter",GER,Men,four without coxswain (4-),Silver,Summer
1932,"GABER, Ernst",GER,Men,four without coxswain (4-),Silver,Summer
1932,"MAIER, Hans",GER,Men,four without coxswain (4-),Silver,Summer
1932,"CLIVE, Lewis",GBR,Men,coxless pair (2-),Gold,Summer
1932,"EDWARDS, Hugh",GBR,Men,coxless pair (2-),Gold,Summer
1932,"BADCOCK, John Charles",GBR,Men,four without coxswain (4-),Gold,Summer
1932,"BERESFORD, Jack",GBR,Men,four without coxswain (4-),Gold,Summer
1932,"EDWARDS, Hugh",GBR,Men,four without coxswain (4-),Gold,Summer
1932,"GEORGE, Rowland David",GBR,Men,four without coxswain (4-),Gold,Summer
1932,"BRUNET, Pierre",FRA,Men,pair-oared shell with coxswain (2+),Bronze,Summer
1932,"BRUSA, Anselme",FRA,Men,pair-oared shell with coxswain (2+),Bronze,Summer
1932,"GIRIAT, Andre",FRA,Men,pair-oared shell with coxswain (2+),Bronze,Summer
1932,"DE MILLE, Noel",CAN,Men,double sculls (2x),Bronze,Summer
1932,"PRATT, Charles E.",CAN,Men,double sculls (2x),Bronze,Summer
1932,"BOAL, Donald G.",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"EASTWOOD, Earl",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"FRY, Harry Britain",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"HARRIS, Joseph John",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"LIDDELL, Cedric Haswell",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"MAC DONALD, George Leslie",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"STANYAR, Stanley",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"TAYLOR, Albert",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"THOBURN, William",CAN,Men,eight with coxswain (8+),Bronze,Summer
1932,"PEARCE, Henry Robert",AUS,Men,single sculls (1x),Gold,Summer
1932,"BIBY, John Edward Jr.",USA,Men,8m,Gold,Summer
1932,"BURNAND, Alphonse A.,Jr.",USA,Men,8m,Gold,Summer
1932,"CAREY, Kenneth A.",USA,Men,8m,Gold,Summer
1932,"CHURCHILL, Owen Porter",USA,Men,8m,Gold,Summer
1932,"COOPER, William H.",USA,Men,8m,Gold,Summer
1932,"DAVIS, Pierpont",USA,Men,8m,Gold,Summer
1932,"DORSEY, Carl James",USA,Men,8m,Gold,Summer
1932,"HUETTNER, John E.",USA,Men,8m,Gold,Summer
1932,"MOORE, Richard",USA,Men,8m,Gold,Summer
1932,"MORGAN, Alan C.",USA,Men,8m,Gold,Summer
1932,"SUTTON, Robert Mandel",USA,Men,8m,Gold,Summer
1932,"WEBSTER, Thomas C.",USA,Men,8m,Gold,Summer
1932,"GRAY, Gilbert T.",USA,Men,two-person keelboat open (Star),Gold,Summer
1932,"LIBANO, Andrew J. Jr.",USA,Men,two-person keelboat open (Star),Gold,Summer
1932,"ASHBROOK, Temple W.",USA,Men,6m,Silver,Summer
1932,"CARLSON, Robert",USA,Men,6m,Silver,Summer
1932,"CONANT, Frederic Warren",USA,Men,6m,Silver,Summer
1932,"DAVIS, Emmett S.",USA,Men,6m,Silver,Summer
1932,"DOUGLAS, Donald Willis Jr.",USA,Men,6m,Silver,Summer
1932,"SMITH, Charles E.",USA,Men,6m,Silver,Summer
1932,"AKERLUND, Olle",SWE,Men,6m,Gold,Summer
1932,"BERGQVIST, Ake",SWE,Men,6m,Gold,Summer
1932,"HINDORFF, Martin",SWE,Men,6m,Gold,Summer
1932,"HOLM, Tore",SWE,Men,6m,Gold,Summer
1932,"ASTHER, Gunnar Anton Edvard",SWE,Men,two-person keelboat open (Star),Bronze,Summer
1932,"SUNDN-CULLBERG, Daniel (Dan)",SWE,Men,two-person keelboat open (Star),Bronze,Summer
1932,"MAAS, Adriaan Lambertus Joseph",NED,Men,olympic class monotype,Silver,Summer
1932,"JAFFE, Peter",GBR,Men,two-person keelboat open (Star),Silver,Summer
1932,"RATSEY, George Colin",GBR,Men,two-person keelboat open (Star),Silver,Summer
1932,"LEBRUN, Jacques Baptiste",FRA,Men,olympic class monotype,Gold,Summer
1932,"AMAT CANSINO, Santiago",ESP,Men,olympic class monotype,Bronze,Summer
1932,"CRIBB, Ernest F.",CAN,Men,8m,Silver,Summer
1932,"GORDON, Peter D.",CAN,Men,8m,Silver,Summer
1932,"GYLES, George F.",CAN,Men,8m,Silver,Summer
1932,"JONES, Harry A.",CAN,Men,8m,Silver,Summer
1932,"MAITLAND, Ronald Monteith",CAN,Men,8m,Silver,Summer
1932,"WALLACE, Hubert Alfred",CAN,Men,8m,Silver,Summer
1932,"BOULTBEE, Gardner",CAN,Men,6m,Bronze,Summer
1932,"GLASS, Kenneth",CAN,Men,6m,Bronze,Summer
1932,"ROGERS, Philip T.",CAN,Men,6m,Bronze,Summer
1932,"WILSON, Gerald",CAN,Men,6m,Bronze,Summer
1932,"RNNMARK, Bertil Vilhelm",SWE,Men,50m rifle prone (60 shots),Gold,Summer
1932,"HUET BOBADILLA, Gustavo",MEX,Men,50m rifle prone (60 shots),Silver,Summer
1932,"MORIGI, Renzo",ITA,Men,25m rapid fire pistol (60 shots),Gold,Summer
1932,"MATTEUCCI, Domenico",ITA,Men,25m rapid fire pistol (60 shots),Bronze,Summer
1932,"HRADETZKY-SOOS-RUSZKA, Zoltan",HUN,Men,50m rifle prone (60 shots),Bronze,Summer
1932,"HAX, Heinz",GER,Men,25m rapid fire pistol (60 shots),Silver,Summer
1932,,USA,Men,10000m,Gold,Winter
1932,,NOR,Men,10000m,Silver,Winter
1932,,CAN,Men,10000m,Bronze,Winter
1932,,USA,Men,1500m,Gold,Winter
1932,,CAN,Men,1500m,Silver,Winter
1932,,CAN,Men,1500m,Bronze,Winter
1932,,USA,Men,5000m,Gold,Winter
1932,,USA,Men,5000m,Silver,Winter
1932,,CAN,Men,5000m,Bronze,Winter
1932,,USA,Men,500m,Gold,Winter
1932,,NOR,Men,500m,Silver,Winter
1932,,CAN,Men,500m,Bronze,Winter
1932,,USA,Women,individual,Bronze,Winter
1932,,SWE,Men,individual,Silver,Winter
